Surname  	Approx Number  	% Frequency  	Rank
MICHAELS	12,435 	0.005	2373
KELSEY	12,435 	0.005	2374
GOETZ	12,435 	0.005	2375
ELLER	12,435 	0.005	2376
BAUMAN	12,435 	0.005	2377
BAER	12,435 	0.005	2378
AUGUSTINE	12,435 	0.005	2379
LAYNE	12,435 	0.005	2380
HUMMEL	12,435 	0.005	2381
BRENNER	12,435 	0.005	2382
AMAYA	12,435 	0.005	2383
ADAMSON	12,435 	0.005	2384
ORNELAS	12,435 	0.005	2385
DOWELL	12,435 	0.005	2386
CLOUTIER	12,435 	0.005	2387
CHRISTY	12,435 	0.005	2388
CASTELLANOS	12,435 	0.005	2389
WING	12,435 	0.005	2390
WELLMAN	12,435 	0.005	2391
SAYLOR	12,435 	0.005	2392
OROURKE	12,435 	0.005	2393
MOYA	12,435 	0.005	2394
MONTALVO	12,435 	0.005	2395
KILPATRICK	12,435 	0.005	2396
HARLEY	12,435 	0.005	2397
DURBIN	12,435 	0.005	2398
SHELL	12,435 	0.005	2399
OLDHAM	12,435 	0.005	2400
KANG	12,435 	0.005	2401
GARVIN	12,435 	0.005	2402
FOSS	12,435 	0.005	2403
BRANHAM	12,435 	0.005	2404
BARTHOLOMEW	12,435 	0.005	2405
TEMPLETON	12,435 	0.005	2406
MAGUIRE	12,435 	0.005	2407
HOLTON	12,435 	0.005	2408
ALONSO	12,435 	0.005	2409
RIDER	12,435 	0.005	2410
MONAHAN	12,435 	0.005	2411
MCCORMACK	12,435 	0.005	2412
BEATY	12,435 	0.005	2413
ANDERS	12,435 	0.005	2414
STREETER	12,435 	0.005	2415
NIETO	12,435 	0.005	2416
NIELSON	12,435 	0.005	2417
MOFFETT	12,435 	0.005	2418
LANKFORD	12,435 	0.005	2419
KEATING	12,435 	0.005	2420
HECK	12,435 	0.005	2421
GATLIN	12,435 	0.005	2422
DELATORRE	12,435 	0.005	2423
CALLAWAY	12,435 	0.005	2424
ADCOCK	12,435 	0.005	2425
WORRELL	12,435 	0.005	2426
UNGER	12,435 	0.005	2427
ROBINETTE	12,435 	0.005	2428
NOWAK	12,435 	0.005	2429
JETER	12,435 	0.005	2430
BRUNNER	12,435 	0.005	2431
ASHTON	12,435 	0.005	2432
STEEN	12,435 	0.005	2433
PARROTT	12,435 	0.005	2434
OVERSTREET	12,435 	0.005	2435
NOBLES	12,435 	0.005	2436
MONTANEZ	12,435 	0.005	2437
LUTHER	12,435 	0.005	2438
CLEVENGER	12,435 	0.005	2439
BRINKLEY	12,435 	0.005	2440
TRAHAN	12,435 	0.005	2441
QUARLES	12,435 	0.005	2442
PICKERING	12,435 	0.005	2443
PEDERSON	12,435 	0.005	2444
JANSEN	12,435 	0.005	2445
GRANTHAM	12,435 	0.005	2446
GILCHRIST	12,435 	0.005	2447
CRESPO	12,435 	0.005	2448
AIKEN	12,435 	0.005	2449
SCHELL	12,435 	0.005	2450
SCHAEFFER	12,435 	0.005	2451
LORENZ	12,435 	0.005	2452
LEYVA	12,435 	0.005	2453
HARMS	12,435 	0.005	2454
DYSON	12,435 	0.005	2455
WALLIS	12,435 	0.005	2456
PEASE	12,435 	0.005	2457
LEAVITT	12,435 	0.005	2458
HYMAN	12,435 	0.005	2459
CHENG	12,435 	0.005	2460
CAVANAUGH	12,435 	0.005	2461
BATTS	12,435 	0.005	2462
WARDEN	12,435 	0.005	2463
SEAMAN	12,435 	0.005	2464
ROCKWELL	12,435 	0.005	2465
QUEZADA	12,435 	0.005	2466
PAXTON	12,435 	0.005	2467
LINDER	12,435 	0.005	2468
HOUCK	12,435 	0.005	2469
FONTAINE	12,435 	0.005	2470
DURANT	12,435 	0.005	2471
CARUSO	12,435 	0.005	2472
ADLER	12,435 	0.005	2473
PIMENTEL	12,435 	0.005	2474
MIZE	12,435 	0.005	2475
LYTLE	12,435 	0.005	2476
DONALD	12,435 	0.005	2477
CLEARY	12,435 	0.005	2478
CASON	12,435 	0.005	2479
ACKER	12,435 	0.005	2480
SWITZER	12,435 	0.005	2481
SALMON	12,435 	0.005	2482
ISAACS	12,435 	0.005	2483
HIGGINBOTHAM	12,435 	0.005	2484
HAN	12,435 	0.005	2485
WATERMAN	12,435 	0.005	2486
VANDYKE	12,435 	0.005	2487
STAMPER	12,435 	0.005	2488
SISK	12,435 	0.005	2489
SHULER	12,435 	0.005	2490
RIDDICK	12,435 	0.005	2491
REDMAN	12,435 	0.005	2492
MCMAHAN	12,435 	0.005	2493
LEVESQUE	12,435 	0.005	2494
HATTON	12,435 	0.005	2495
BRONSON	12,435 	0.005	2496
BOLLINGER	12,435 	0.005	2497
ARNETT	12,435 	0.005	2498
OKEEFE	12,435 	0.005	2499
GERBER	12,435 	0.005	2500
GANNON	12,435 	0.005	2501
FARNSWORTH	12,435 	0.005	2502
BAUGHMAN	12,435 	0.005	2503
SILVERMAN	12,435 	0.005	2504
SATTERFIELD	12,435 	0.005	2505
ROYAL	12,435 	0.005	2506
MCCRARY	12,435 	0.005	2507
KOWALSKI	12,435 	0.005	2508
JOY	12,435 	0.005	2509
GRIGSBY	12,435 	0.005	2510
GRECO	12,435 	0.005	2511
CABRAL	12,435 	0.005	2512
TROUT	12,435 	0.005	2513
RINEHART	12,435 	0.005	2514
MAHON	12,435 	0.005	2515
LINTON	12,435 	0.005	2516
GOODEN	12,435 	0.005	2517
CURLEY	12,435 	0.005	2518
BAUGH	12,435 	0.005	2519
WYMAN	12,435 	0.005	2520
WEINER	12,435 	0.005	2521
SCHWAB	12,435 	0.005	2522
SCHULER	12,435 	0.005	2523
MORRISSEY	12,435 	0.005	2524
MAHAN	12,435 	0.005	2525
COY	12,435 	0.005	2526
BUNN	12,435 	0.005	2527
ANDREW	12,435 	0.005	2528
THRASHER	12,435 	0.005	2529
SPEAR	12,435 	0.005	2530
WAGGONER	12,435 	0.005	2531
SHELLEY	12,435 	0.005	2532
ROBERT	12,435 	0.005	2533
QUALLS	12,435 	0.005	2534
PURDY	12,435 	0.005	2535
MCWHORTER	12,435 	0.005	2536
MAULDIN	12,435 	0.005	2537
MARK	12,435 	0.005	2538
JORDON	12,435 	0.005	2539
GILMAN	12,435 	0.005	2540
PERRYMAN	12,435 	0.005	2541
NEWSOM	12,435 	0.005	2542
MENARD	12,435 	0.005	2543
MARTINO	12,435 	0.005	2544
GRAF	12,435 	0.005	2545
BILLINGSLEY	12,435 	0.005	2546
ARTIS	12,435 	0.005	2547
SIMPKINS	12,435 	0.005	2548
SALISBURY	12,435 	0.005	2549
QUINTANILLA	12,435 	0.005	2550
GILLILAND	12,435 	0.005	2551
FRALEY	12,435 	0.005	2552
FOUST	12,435 	0.005	2553
CROUSE	12,435 	0.005	2554
SCARBOROUGH	12,435 	0.005	2555
NGO	12,435 	0.005	2556
GRISSOM	12,435 	0.005	2557
FULTZ	12,435 	0.005	2558
RICO	12,435 	0.005	2559
MARLOW	12,435 	0.005	2560
MARKHAM	12,435 	0.005	2561
MADRIGAL	12,435 	0.005	2562
LAWTON	12,435 	0.005	2563
BARFIELD	12,435 	0.005	2564
WHITING	12,435 	0.005	2565
VARNEY	12,435 	0.005	2566
SCHWARZ	12,435 	0.005	2567
HUEY	12,435 	0.005	2568
GOOCH	12,435 	0.005	2569
ARCE	12,435 	0.005	2570
WHEAT	12,435 	0.005	2571
TRUONG	12,435 	0.005	2572
POULIN	12,435 	0.005	2573
MACKENZIE	12,435 	0.005	2574
LEONE	12,435 	0.005	2575
HURTADO	12,435 	0.005	2576
SELBY	12,435 	0.005	2577
GAITHER	12,435 	0.005	2578
FORTNER	12,435 	0.005	2579
CULPEPPER	12,435 	0.005	2580
COUGHLIN	12,435 	0.005	2581
BRINSON	12,435 	0.005	2582
BOUDREAU	12,435 	0.005	2583
BARKLEY	12,435 	0.005	2584
BALES	12,435 	0.005	2585
STEPP	12,435 	0.005	2586
HOLM	12,435 	0.005	2587
TAN	12,435 	0.005	2588
SCHILLING	12,435 	0.005	2589
MORRELL	12,435 	0.005	2590
KAHN	12,435 	0.005	2591
HEATON	12,435 	0.005	2592
GAMEZ	12,435 	0.005	2593
DOUGLASS	12,435 	0.005	2594
CAUSEY	12,435 	0.005	2595
BROTHERS	12,435 	0.005	2596
TURPIN	12,435 	0.005	2597
SHANKS	12,435 	0.005	2598
SCHRADER	12,435 	0.005	2599
MEEK	12,435 	0.005	2600
ISOM	12,435 	0.005	2601
HARDISON	12,435 	0.005	2602
CARRANZA	12,435 	0.005	2603
YANEZ	12,435 	0.005	2604
WAY	12,435 	0.005	2605
SCROGGINS	12,435 	0.005	2606
SCHOFIELD	12,435 	0.005	2607
RUNYON	12,435 	0.005	2608
RATCLIFF	12,435 	0.005	2609
MURRELL	12,435 	0.005	2610
MOELLER	12,435 	0.005	2611
IRBY	12,435 	0.005	2612
CURRIER	12,435 	0.005	2613
BUTTERFIELD	12,435 	0.005	2614
YEE	12,435 	0.005	2615
RALSTON	12,435 	0.005	2616
PULLEN	12,435 	0.005	2617
PINSON	12,435 	0.005	2618
ESTEP	12,435 	0.005	2619
EAST	12,435 	0.005	2620
CARBONE	12,435 	0.005	2621
LANCE	12,435 	0.005	2622
HAWKS	12,435 	0.005	2623
ELLINGTON	12,435 	0.005	2624
CASILLAS	12,435 	0.005	2625
SPURLOCK	12,435 	0.005	2626
SIKES	12,435 	0.005	2627
MOTLEY	12,435 	0.005	2628
MCCARTNEY	12,435 	0.005	2629
KRUGER	12,435 	0.005	2630
ISBELL	12,435 	0.005	2631
HOULE	12,435 	0.005	2632
FRANCISCO	12,435 	0.005	2633
BURK	12,435 	0.005	2634
BONE	12,435 	0.005	2635
TOMLIN	12,435 	0.005	2636
SHELBY	12,435 	0.005	2637
QUIGLEY	12,435 	0.005	2638
NEUMANN	12,435 	0.005	2639
LOVELACE	12,435 	0.005	2640
FENNELL	12,435 	0.005	2641
COLBY	12,435 	0.005	2642
CHEATHAM	12,435 	0.005	2643
BUSTAMANTE	12,435 	0.005	2644
SKIDMORE	12,435 	0.005	2645
HIDALGO	12,435 	0.005	2646
FORMAN	12,435 	0.005	2647
CULP	12,435 	0.005	2648
BOWENS	12,435 	0.005	2649
BETANCOURT	12,435 	0.005	2650
AQUINO	12,435 	0.005	2651
ROBB	12,435 	0.005	2652
REA	12,435 	0.005	2653
MILNER	12,435 	0.005	2654
MARTEL	12,435 	0.005	2655
GRESHAM	12,435 	0.005	2656
WILES	12,435 	0.005	2657
RICKETTS	12,435 	0.005	2658
GAVIN	12,435 	0.005	2659
DOWD	12,435 	0.005	2660
COLLAZO	12,435 	0.005	2661
BOSTIC	12,435 	0.005	2662
BLAKELY	12,435 	0.005	2663
SHERROD	12,435 	0.005	2664
POWER	12,435 	0.005	2665
KENYON	12,435 	0.005	2666
GANDY	12,435 	0.005	2667
EBERT	12,435 	0.005	2668
DELOACH	12,435 	0.005	2669
CARY	12,435 	0.005	2670
BULL	12,435 	0.005	2671
ALLARD	12,435 	0.005	2672
SAUER	12,435 	0.005	2673
ROBINS	12,435 	0.005	2674
OLIVARES	12,435 	0.005	2675
GILLETTE	12,435 	0.005	2676
CHESTNUT	12,435 	0.005	2677
BOURQUE	12,435 	0.005	2678
PAINE	12,435 	0.005	2679
LYMAN	12,435 	0.005	2680
HITE	12,435 	0.005	2681
HAUSER	12,435 	0.005	2682
DEVORE	12,435 	0.005	2683
CRAWLEY	12,435 	0.005	2684
CHAPA	12,435 	0.005	2685
VU	12,435 	0.005	2686
TOBIAS	12,435 	0.005	2687
TALBERT	12,435 	0.005	2688
POINDEXTER	12,435 	0.005	2689
MILLARD	12,435 	0.005	2690
MEADOR	12,435 	0.005	2691
MCDUFFIE	12,435 	0.005	2692
MATTOX	12,435 	0.005	2693
KRAUS	12,435 	0.005	2694
HARKINS	12,435 	0.005	2695
CHOATE	12,435 	0.005	2696
BESS	12,435 	0.005	2697
WREN	12,435 	0.005	2698
SLEDGE	12,435 	0.005	2699
SANBORN	12,435 	0.005	2700
OUTLAW	12,435 	0.005	2701
KINDER	12,435 	0.005	2702
GEARY	12,435 	0.005	2703
CORNWELL	12,435 	0.005	2704
BARCLAY	12,435 	0.005	2705
ADAM	12,435 	0.005	2706
ABNEY	12,435 	0.005	2707
SEWARD	12,435 	0.005	2708
RHOADS	12,435 	0.005	2709
HOWLAND	12,435 	0.005	2710
FORTIER	12,435 	0.005	2711
EASTER	12,435 	0.005	2712
BENNER	12,435 	0.005	2713
VINES	12,435 	0.005	2714
TUBBS	12,435 	0.005	2715
TROUTMAN	12,435 	0.005	2716
RAPP	12,435 	0.005	2717
NOE	12,435 	0.005	2718
MCCURDY	12,435 	0.005	2719
HARDER	12,435 	0.005	2720
DELUCA	12,435 	0.005	2721
WESTMORELAND	12,435 	0.005	2722
SOUTH	12,435 	0.005	2723
HAVENS	12,435 	0.005	2724
GUAJARDO	12,435 	0.005	2725
ELY	12,435 	0.005	2726
CLARY	12,435 	0.005	2727
SEAL	12,435 	0.005	2728
MEEHAN	12,435 	0.005	2729
HERZOG	12,435 	0.005	2730
GUILLEN	12,435 	0.005	2731
ASHCRAFT	12,435 	0.005	2732
WAUGH	12,435 	0.005	2733
RENNER	12,435 	0.005	2734
MILAM	12,435 	0.005	2735
JUNG	12,435 	0.005	2736
ELROD	12,435 	0.005	2737
CHURCHILL	12,435 	0.005	2738
BUFORD	12,435 	0.005	2739
BREAUX	12,435 	0.005	2740
BOLIN	12,435 	0.005	2741
ASHER	12,435 	0.005	2742
WINDHAM	12,435 	0.005	2743
TIRADO	12,435 	0.005	2744
PEMBERTON	12,435 	0.005	2745
NOLEN	12,435 	0.005	2746
NOLAND	12,435 	0.005	2747
KNOTT	12,435 	0.005	2748
EMMONS	12,435 	0.005	2749
CORNISH	12,435 	0.005	2750
CHRISTENSON	12,435 	0.005	2751
BROWNLEE	12,435 	0.005	2752
BARBEE	12,435 	0.005	2753
WALDROP	9,948 	0.004	2754
PITT	9,948 	0.004	2755
OLVERA	9,948 	0.004	2756
LOMBARDI	9,948 	0.004	2757
GRUBER	9,948 	0.004	2758
GAFFNEY	9,948 	0.004	2759
EGGLESTON	9,948 	0.004	2760
BANDA	9,948 	0.004	2761
ARCHULETA	9,948 	0.004	2762
STILL	9,948 	0.004	2763
SLONE	9,948 	0.004	2764
PREWITT	9,948 	0.004	2765
PFEIFFER	9,948 	0.004	2766
NETTLES	9,948 	0.004	2767
MENA	9,948 	0.004	2768
MCADAMS	9,948 	0.004	2769
HENNING	9,948 	0.004	2770
GARDINER	9,948 	0.004	2771
CROMWELL	9,948 	0.004	2772
CHISHOLM	9,948 	0.004	2773
BURLESON	9,948 	0.004	2774
BOX	9,948 	0.004	2775
VEST	9,948 	0.004	2776
OGLESBY	9,948 	0.004	2777
MCCARTER	9,948 	0.004	2778
MALCOLM	9,948 	0.004	2779
LUMPKIN	9,948 	0.004	2780
LARUE	9,948 	0.004	2781
GREY	9,948 	0.004	2782
WOFFORD	9,948 	0.004	2783
VANHORN	9,948 	0.004	2784
THORN	9,948 	0.004	2785
TEEL	9,948 	0.004	2786
SWAFFORD	9,948 	0.004	2787
STCLAIR	9,948 	0.004	2788
STANFIELD	9,948 	0.004	2789
OCAMPO	9,948 	0.004	2790
HERRMANN	9,948 	0.004	2791
HANNON	9,948 	0.004	2792
ARSENAULT	9,948 	0.004	2793
ROUSH	9,948 	0.004	2794
MCALISTER	9,948 	0.004	2795
HIATT	9,948 	0.004	2796
GUNDERSON	9,948 	0.004	2797
FORSYTHE	9,948 	0.004	2798
DUGGAN	9,948 	0.004	2799
DELVALLE	9,948 	0.004	2800
CINTRON	9,948 	0.004	2801
WILKS	9,948 	0.004	2802
WEINSTEIN	9,948 	0.004	2803
URIBE	9,948 	0.004	2804
RIZZO	9,948 	0.004	2805
NOYES	9,948 	0.004	2806
MCLENDON	9,948 	0.004	2807
GURLEY	9,948 	0.004	2808
BETHEA	9,948 	0.004	2809
WINSTEAD	9,948 	0.004	2810
MAPLES	9,948 	0.004	2811
HARRY	9,948 	0.004	2812
GUYTON	9,948 	0.004	2813
GIORDANO	9,948 	0.004	2814
ALDERMAN	9,948 	0.004	2815
VALDES	9,948 	0.004	2816
POLANCO	9,948 	0.004	2817
PAPPAS	9,948 	0.004	2818
LIVELY	9,948 	0.004	2819
GROGAN	9,948 	0.004	2820
GRIFFITHS	9,948 	0.004	2821
BOBO	9,948 	0.004	2822
AREVALO	9,948 	0.004	2823
WHITSON	9,948 	0.004	2824
SOWELL	9,948 	0.004	2825
RENDON	9,948 	0.004	2826
MATTHEW	9,948 	0.004	2827
JULIAN	9,948 	0.004	2828
FERNANDES	9,948 	0.004	2829
FARROW	9,948 	0.004	2830
EDMOND	9,948 	0.004	2831
BENAVIDEZ	9,948 	0.004	2832
AYRES	9,948 	0.004	2833
ALICEA	9,948 	0.004	2834
STUMP	9,948 	0.004	2835
SMALLEY	9,948 	0.004	2836
SEITZ	9,948 	0.004	2837
SCHULTE	9,948 	0.004	2838
GILLEY	9,948 	0.004	2839
GALLANT	9,948 	0.004	2840
DEWEY	9,948 	0.004	2841
CASPER	9,948 	0.004	2842
CANFIELD	9,948 	0.004	2843
WOLFORD	9,948 	0.004	2844
OMALLEY	9,948 	0.004	2845
MCNUTT	9,948 	0.004	2846
MCNULTY	9,948 	0.004	2847
MCGOVERN	9,948 	0.004	2848
HARDMAN	9,948 	0.004	2849
HARBIN	9,948 	0.004	2850
COWART	9,948 	0.004	2851
CHAVARRIA	9,948 	0.004	2852
BRINK	9,948 	0.004	2853
BECKETT	9,948 	0.004	2854
BAGWELL	9,948 	0.004	2855
ARMSTEAD	9,948 	0.004	2856
ANGLIN	9,948 	0.004	2857
ABREU	9,948 	0.004	2858
REYNOSO	9,948 	0.004	2859
KREBS	9,948 	0.004	2860
JETT	9,948 	0.004	2861
HOFFMANN	9,948 	0.004	2862
GREENFIELD	9,948 	0.004	2863
FORTE	9,948 	0.004	2864
BURNEY	9,948 	0.004	2865
BROOME	9,948 	0.004	2866
SISSON	9,948 	0.004	2867
PARENT	9,948 	0.004	2868
JUDE	9,948 	0.004	2869
YOUNGER	9,948 	0.004	2870
TRAMMELL	9,948 	0.004	2871
PARTRIDGE	9,948 	0.004	2872
MARVIN	9,948 	0.004	2873
MACE	9,948 	0.004	2874
LOMAX	9,948 	0.004	2875
LEMIEUX	9,948 	0.004	2876
GOSSETT	9,948 	0.004	2877
FRANTZ	9,948 	0.004	2878
FOGLE	9,948 	0.004	2879
COONEY	9,948 	0.004	2880
BROUGHTON	9,948 	0.004	2881
PENCE	9,948 	0.004	2882
PAULSEN	9,948 	0.004	2883
NEIL	9,948 	0.004	2884
MUNCY	9,948 	0.004	2885
MCARTHUR	9,948 	0.004	2886
HOLLINS	9,948 	0.004	2887
EDWARD	9,948 	0.004	2888
BEAUCHAMP	9,948 	0.004	2889
WITHERS	9,948 	0.004	2890
OSORIO	9,948 	0.004	2891
MULLIGAN	9,948 	0.004	2892
HOYLE	9,948 	0.004	2893
FOY	9,948 	0.004	2894
DOCKERY	9,948 	0.004	2895
COCKRELL	9,948 	0.004	2896
BEGLEY	9,948 	0.004	2897
AMADOR	9,948 	0.004	2898
ROBY	9,948 	0.004	2899
RAINS	9,948 	0.004	2900
LINDQUIST	9,948 	0.004	2901
GENTILE	9,948 	0.004	2902
EVERHART	9,948 	0.004	2903
BOHANNON	9,948 	0.004	2904
WYLIE	9,948 	0.004	2905
THAO	9,948 	0.004	2906
SOMMERS	9,948 	0.004	2907
PURNELL	9,948 	0.004	2908
PALMA	9,948 	0.004	2909
FORTIN	9,948 	0.004	2910
DUNNING	9,948 	0.004	2911
BREEDEN	9,948 	0.004	2912
VAIL	9,948 	0.004	2913
PHELAN	9,948 	0.004	2914
PHAN	9,948 	0.004	2915
MARX	9,948 	0.004	2916
COSBY	9,948 	0.004	2917
COLBURN	9,948 	0.004	2918
CHONG	9,948 	0.004	2919
BOLING	9,948 	0.004	2920
BIDDLE	9,948 	0.004	2921
LEDESMA	9,948 	0.004	2922
GADDIS	9,948 	0.004	2923
DENNEY	9,948 	0.004	2924
CHOW	9,948 	0.004	2925
BUENO	9,948 	0.004	2926
BERRIOS	9,948 	0.004	2927
WICKER	9,948 	0.004	2928
TOLLIVER	9,948 	0.004	2929
THIBODEAUX	9,948 	0.004	2930
NAGLE	9,948 	0.004	2931
LAVOIE	9,948 	0.004	2932
FISK	9,948 	0.004	2933
DO	9,948 	0.004	2934
CRIST	9,948 	0.004	2935
BARBOSA	9,948 	0.004	2936
REEDY	9,948 	0.004	2937
MARCH	9,948 	0.004	2938
LOCKLEAR	9,948 	0.004	2939
KOLB	9,948 	0.004	2940
HIMES	9,948 	0.004	2941
BEHRENS	9,948 	0.004	2942
BECKWITH	9,948 	0.004	2943
BECKHAM	9,948 	0.004	2944
WEEMS	9,948 	0.004	2945
WAHL	9,948 	0.004	2946
SHORTER	9,948 	0.004	2947
SHACKELFORD	9,948 	0.004	2948
REES	9,948 	0.004	2949
MUSE	9,948 	0.004	2950
FREE	9,948 	0.004	2951
CERDA	9,948 	0.004	2952
VALADEZ	9,948 	0.004	2953
THIBODEAU	9,948 	0.004	2954
SAAVEDRA	9,948 	0.004	2955
RIDGEWAY	9,948 	0.004	2956
REITER	9,948 	0.004	2957
MCHENRY	9,948 	0.004	2958
MAJORS	9,948 	0.004	2959
LACHANCE	9,948 	0.004	2960
KEATON	9,948 	0.004	2961
ISRAEL	9,948 	0.004	2962
FERRARA	9,948 	0.004	2963
FALCON	9,948 	0.004	2964
CLEMENS	9,948 	0.004	2965
BLOCKER	9,948 	0.004	2966
APPLEGATE	9,948 	0.004	2967
PAZ	9,948 	0.004	2968
NEEDHAM	9,948 	0.004	2969
MOJICA	9,948 	0.004	2970
KUYKENDALL	9,948 	0.004	2971
HAMEL	9,948 	0.004	2972
ESCAMILLA	9,948 	0.004	2973
DOUGHTY	9,948 	0.004	2974
BURCHETT	9,948 	0.004	2975
AINSWORTH	9,948 	0.004	2976
WILBUR	9,948 	0.004	2977
VIDAL	9,948 	0.004	2978
UPCHURCH	9,948 	0.004	2979
THIGPEN	9,948 	0.004	2980
STRAUSS	9,948 	0.004	2981
SPRUILL	9,948 	0.004	2982
SOWERS	9,948 	0.004	2983
RIGGINS	9,948 	0.004	2984
RICKER	9,948 	0.004	2985
MCCOMBS	9,948 	0.004	2986
HARLOW	9,948 	0.004	2987
GARNETT	9,948 	0.004	2988
BUFFINGTON	9,948 	0.004	2989
YI	9,948 	0.004	2990
SOTELO	9,948 	0.004	2991
OLIVAS	9,948 	0.004	2992
NEGRETE	9,948 	0.004	2993
MOREY	9,948 	0.004	2994
MACON	9,948 	0.004	2995
LOGSDON	9,948 	0.004	2996
LAPOINTE	9,948 	0.004	2997
FLORENCE	9,948 	0.004	2998
CATHEY	9,948 	0.004	2999
BIGELOW	9,948 	0.004	3000
BELLO	9,948 	0.004	3001
WESTFALL	9,948 	0.004	3002
STUBBLEFIELD	9,948 	0.004	3003
PEAK	9,948 	0.004	3004
LINDLEY	9,948 	0.004	3005
JEFFREY	9,948 	0.004	3006
HEIN	9,948 	0.004	3007
HAWES	9,948 	0.004	3008
FARRINGTON	9,948 	0.004	3009
EDGE	9,948 	0.004	3010
BREEN	9,948 	0.004	3011
BIRCH	9,948 	0.004	3012
WILDE	9,948 	0.004	3013
STEED	9,948 	0.004	3014
SEPULVEDA	9,948 	0.004	3015
REINHARDT	9,948 	0.004	3016
PROFFITT	9,948 	0.004	3017
MINTER	9,948 	0.004	3018
MESSINA	9,948 	0.004	3019
MCNABB	9,948 	0.004	3020
MAIER	9,948 	0.004	3021
KEELER	9,948 	0.004	3022
GAMBOA	9,948 	0.004	3023
DONOHUE	9,948 	0.004	3024
DEXTER	9,948 	0.004	3025
BASHAM	9,948 	0.004	3026
SHINN	9,948 	0.004	3027
ORLANDO	9,948 	0.004	3028
CROOKS	9,948 	0.004	3029
COTA	9,948 	0.004	3030
BORDERS	9,948 	0.004	3031
BILLS	9,948 	0.004	3032
BACHMAN	9,948 	0.004	3033
TISDALE	9,948 	0.004	3034
TAVARES	9,948 	0.004	3035
SCHMID	9,948 	0.004	3036
PICKARD	9,948 	0.004	3037
JASPER	9,948 	0.004	3038
GULLEY	9,948 	0.004	3039
FONSECA	9,948 	0.004	3040
DELOSSANTOS	9,948 	0.004	3041
CONDON	9,948 	0.004	3042
CLANCY	9,948 	0.004	3043
BATISTA	9,948 	0.004	3044
WICKS	9,948 	0.004	3045
WADSWORTH	9,948 	0.004	3046
NEW	9,948 	0.004	3047
MARTELL	9,948 	0.004	3048
LO	9,948 	0.004	3049
LITTLETON	9,948 	0.004	3050
ISON	9,948 	0.004	3051
HAAG	9,948 	0.004	3052
FOLSOM	9,948 	0.004	3053
BRUMFIELD	9,948 	0.004	3054
BROYLES	9,948 	0.004	3055
BRITO	9,948 	0.004	3056
MIRELES	9,948 	0.004	3057
MCDONNELL	9,948 	0.004	3058
LECLAIR	9,948 	0.004	3059
HAMBLIN	9,948 	0.004	3060
GOUGH	9,948 	0.004	3061
FANNING	9,948 	0.004	3062
BINDER	9,948 	0.004	3063
WINFIELD	9,948 	0.004	3064
WHITWORTH	9,948 	0.004	3065
SORIANO	9,948 	0.004	3066
PALUMBO	9,948 	0.004	3067
NEWKIRK	9,948 	0.004	3068
MANGUM	9,948 	0.004	3069
HUTCHERSON	9,948 	0.004	3070
COMSTOCK	9,948 	0.004	3071
CECIL	9,948 	0.004	3072
CARLIN	9,948 	0.004	3073
BEALL	9,948 	0.004	3074
BAIR	9,948 	0.004	3075
WENDT	9,948 	0.004	3076
WATTERS	9,948 	0.004	3077
WALLING	9,948 	0.004	3078
PUTMAN	9,948 	0.004	3079
OTOOLE	9,948 	0.004	3080
OLIVA	9,948 	0.004	3081
MORLEY	9,948 	0.004	3082
MARES	9,948 	0.004	3083
LEMUS	9,948 	0.004	3084
KEENER	9,948 	0.004	3085
JEFFERY	9,948 	0.004	3086
HUNDLEY	9,948 	0.004	3087
DIAL	9,948 	0.004	3088
DAMICO	9,948 	0.004	3089
BILLUPS	9,948 	0.004	3090
STROTHER	9,948 	0.004	3091
MCFARLANE	9,948 	0.004	3092
LAMM	9,948 	0.004	3093
EAVES	9,948 	0.004	3094
CRUTCHER	9,948 	0.004	3095
CARABALLO	9,948 	0.004	3096
CANTY	9,948 	0.004	3097
ATWELL	9,948 	0.004	3098
TAFT	9,948 	0.004	3099
SILER	9,948 	0.004	3100
RUST	9,948 	0.004	3101
RAWLS	9,948 	0.004	3102
RAWLINGS	9,948 	0.004	3103
PRIETO	9,948 	0.004	3104
NILES	9,948 	0.004	3105
MCNEELY	9,948 	0.004	3106
MCAFEE	9,948 	0.004	3107
HULSEY	9,948 	0.004	3108
HARLAN	9,948 	0.004	3109
HACKNEY	9,948 	0.004	3110
GALVEZ	9,948 	0.004	3111
ESCALANTE	9,948 	0.004	3112
DELAGARZA	9,948 	0.004	3113
CRIDER	9,948 	0.004	3114
CHARLTON	9,948 	0.004	3115
BANDY	9,948 	0.004	3116
WILBANKS	9,948 	0.004	3117
STOWE	9,948 	0.004	3118
STEINBERG	9,948 	0.004	3119
SAMSON	9,948 	0.004	3120
RENFRO	9,948 	0.004	3121
MASTERSON	9,948 	0.004	3122
MASSIE	9,948 	0.004	3123
LANHAM	9,948 	0.004	3124
HASKELL	9,948 	0.004	3125
HAMRICK	9,948 	0.004	3126
FORT	9,948 	0.004	3127
DEHART	9,948 	0.004	3128
CARD	9,948 	0.004	3129
BURDETTE	9,948 	0.004	3130
BRANSON	9,948 	0.004	3131
BOURNE	9,948 	0.004	3132
BABIN	9,948 	0.004	3133
ALEMAN	9,948 	0.004	3134
WORTHY	9,948 	0.004	3135
TIBBS	9,948 	0.004	3136
SWEAT	9,948 	0.004	3137
SMOOT	9,948 	0.004	3138
